,review,label,clean
24454,"bagus,rapih dan cepat...very satisfied...",Positive,bagus rapi cepat very satisfied
24491,"barang bagus,sayang pengiriman kayak pler, biasa dengan JNE cuma 4 hari, sekarang denan ninja van malah hampir 10 hari, padahal butuh cepat",Positive,barang bagus sayang kirim seperti pler jne den ninja van butuh cepat
24492,"Barang sudah sampai, cuma packing mengecewakan katanya mau dipacking kayu, tp stelah sampe hanya dilapisi dus biasa.",Positive,barang packing kecewa dipacking kayu tetapi setelah sampai lapis dus
24497,The computer is quite nice. But the operating system (Windows 10 Home) is bad. So I wiped it out and installed Linux Mint 18.3. Works fine. I'd rather pay a bit less and get the computer without operating system...,Positive,the computer is quite nice but the operating system windows home is bad jadi i wiped itu out and instaled linux meminta works fine id rather pay a bit les and get the computer without operating system
24499,"pengiriman cepat,barang ok walau ga packing kayu",Positive,kirim cepat barang oke tidak packing kayu
24504,bagus untuk hargasegini tapi ko pas dipake ada bunyi kaya baut kendor,Positive,bagus hargasegini kok pas dipakai bunyi kayak baut kendor
24530,"Mohon pengembalian ongkos kirim Rp 10.000,- same-day service, karena barang saya terima terlambat. Terimakasih.",Positive,mohon kembali ongkos kirim rupiah sameday servis barang terima lambat terimakasih
24531,saya sudah dua kali ini beli laptop asus di lazada dan dua-dua nya mati yang ini baru dipake blm ada seminggu udah mati aja jd harus dibawa ke service center nya! yang pertama setelah 2bulan mati dibawa ke SC dan menginap selama 2bulan baru dipulangkan bagusnya sih komp saya diganti mesinnya dalam hal ini asus cukup bertanggungjawab tapi 2bulan lhoo  ga kerja dua bulan yak! setelah dua kali ini saya rasa bukan suatu ketidaksengajaan deh entah produk asus nya atau lazada nya,Negative,kali beli laptop asus lazada duadua nya mati dipakai belum semingu sudah mati saja jadi bawa servis center nya mati bawa sc inap pulang bagus sih komp ganti mes asus bertangungjawab lho tidak kerja iya kali ketidaksengajan deh produk asus nya lazada nya
24532,packing rapi barang ok,Positive,packing rapi barang oke
24536,Pengiriman sesuai etimati waktu. Barang bagus. Pengepakan tapi ... Good laah,Positive,kirim sesuai etimati barang bagus epak god
24544,"Pengiriman tidak sesuai waktunya, laptopnya harus update OS nya dulu, dapat Office 365 trial 1 bulan",Positive,kirim sesuai laptop update os nya ofice trial
24545,Ok ... Bagua,Positive,oke bagua
24546,lain kali pakai jasa kurir yg pasti jangan ninja xpreess pengiriman lama,Positive,kali pakai jasa kurir yang ninja xpres kirim
24555,"laptopnya udh sampe 2 hari setelah event mid year lazada, secara keseluruhan bagus laptopnya cuma agak lambat prosesnya kayak cuma buka file dokumen aja butuh waktu 1-2 menit buat masuk, pdhl blm di isi apa2 laptopnya 🙄 secara packaging aman, walaupun buka packaging kayu, mungkin karena msh wilayah jabodetabek makanya non kayu packagingnya..",Positive,laptop sudah sampai acara mid tahun lazada bagus laptop lambat proses seperti buka file dokumen saja butuh menit masuk padahal belum isi laptop packaging aman buka packaging kayu masih wilayah jabodetabek non kayu packagingnya
24574,"pertama kali beli laptop online, mau murah tapiiiiiiiii..... tombol ""at"" (gak bisa tulis simbol dikira email oleh sistem lazada) dipencet munculnya : begitu sebaliknya pencet : munculnya ""at"" padahal jarak kedua tombol jauh banget... pegimane ini ya?? kalo di retur apa iya lolos qc? kecewa saya masa harus ke asus center buat dibongkar...",Positive,kali beli laptop online murah tombol at tidak tulis simbol email sistem lazada pencet muncul pencet muncul at jarak tombol banget pegimane iya kalau retur iya lolos qc kecewa asus center bongkar
24581,"Alhamdulillah barangnya sampai dengan selamat, secara keseluruhan barangnya oke, namun sangat disayangkan dan saya merasa kecewa dikarenakan produk microsoftnya belum di registrasi. mohon untuk ke depan jangan seperti ini lagi, berikan kepuasan full terhadap pelanggan.",Positive,alhamdulillah barang selamat barang oke sayang kecewa produk microsoftnya registrasi mohon puas ful pelang
24595,Kecewa belanja disini sampai sekarang barang belum saya terima,Negative,kecewa belanja barang terima
24596,suara nya ituloh ga nahaaaaaaaaaaaaaaaan wkkwkwkwk,Positive,suara nya ituloh tidak menahan wkwkwkwk
24598,Barang dalam kondisi bagus 👍,Positive,barang kondisi bagus
24601,"lumayan bagus,thx lazada",Positive,lumayan bagus terimakasih lazada
24602,barang bagus sesuai gambar dan pengiriman cepat,Positive,barang bagus sesuai gambar kirim cepat
24612,semua Hardisk setelah dibtes bisa di baca tetapi tdk bisa di instalkan aplikasi... kesimpulannya Harddis itu semua rusak... sangat mengecewakan,Negative,hardisk dibtes baca tidak instalkan aplikasi kesimpulanya hardis rusak kecewa
24616,barang nyampai ckup cepat ....brang sesuai pesanan.....ok. mantap deh,Positive,barang nyampai cukup cepat brang sesuai pesan oke mantap deh
24625,kualitas barang bagus sesuai gambar,Positive,kualitas barang bagus sesuai gambar
24626,"paket diterima baik, kurir baik, TAPI PAS DI PAKE FLASHDISK NYA SUNGGUH AMAT BURUK KUALITASNYA....PARAH SEKALI.. KAPASITAS 32GB TAPI MAU COPY FILE 7GB EH REPORTNYA TIDAK CUKUP SPACE!!!",Negative,paket terima kurir pas pakai flashdisk nya sungguh buruk kualitas parah kapasitas gb copy file gb eh reportnya space
24649,"Semoga awet, harganya paling murah dari yang lain",Positive,moga awet harga murah
24667,"barang udh sampe tempat tujuan,cepat juga pengirimannya,packing rapih cm blom saya uji aja, makasih ya gan mudah mudahn awet...",Positive,barang sudah sampai tuju cepat pengirimanya packing rapi cuma belum uji saja terimakasih iya juragan mudah mudahn awet
24676,barang sesuai deskripsi. thanks,Positive,barang sesuai deskripsi terimakasih
24680,Barang baik dan kiriman oke,Positive,barang kirim oke
24697,"Pesanan tiba cepat di Makassar. Paket kotak + gelembung 2 lapis - lumayan bonus buat kletek-kletekin gelembung :) Habis buka kotak, lansung saya colokin kabel USB (include) ke hardisk & ke laptop saya... Tidak ada settingan lagi.. benar-benar lansung muncul : File G Saya pindahkan sekitar 150-an GB ke hardisk memakan waktu sekitar 30 menit. Lumayan.",Positive,pesan cepat makasar paket kotak gelembung lapis lumayan bonus kletekkletekin gelembung habis buka kotak lansung colokin kabel usb termasuk hardisk laptop ting benarbenar lansung muncul file tidak pindah an gb hardisk makan menit lumayan
24699,"Untuk Produk sesuai gambar, spesifikasi pun sesuai..untuk packing sudah oke, tp agak lebih diperhatikan saja untuk packing luarnya karena dusnya agak rusak tapi untung tidak pengaruh ke barangnya.terima kasih lazada",Positive,produk sesuai gambar spesifikasi sesuai packing oke tetapi perhati packing luar dus rusak untung pengaruh barang terima kasih lazada
24720,"Original asli, cuma pengiriman nya lamaaaaaa",Positive,original asli kirim nya
24725,"Pantesan buy 1 get 1 ternyata yg hadiahnya udh cacat, barangnya udh meleyot, semoga aja bisa dipake.",Negative,pantesan buy get yang hadiah sudah cacat barang sudah leyot moga saja dipakai
24726,barang yg seharusnya flash dist +siomi charger kenyataan barang yg datang flashdisk +bluetooth rusak alias gak bisa dipakai. bagaiman menjual barang seperti ini. gak akan beli lagi dan tidak direkomendasikan.,Negative,barang yang flash dist siomi charger kenyat barang yang flashdisk bluetoth rusak alias tidak pakai bagaiman jual barang tidak beli rekomendasi
24728,"barangnya sampai kurirnya ramah tp kecewa charger nya tidak ber fungsi jd gk bisa dipake deh 😥, harap ditingkatkn kualitas nya",Negative,barang kurir ramah tetapi kecewa charger nya ber fungsi jadi tidak dipakai deh harap ditingkatkn kualitas nya
24736,"ternyata bukan ori barangnya, semoga awet n aman aja sih",Negative,original barang moga awet dan aman saja sih
24737,gak bisa dibuka,Negative,tidak buka
24762,"monitor rusak, bingung dgn aplikasi lazada di hp android, ribet",Negative,monitor rusak bingung dengan aplikasi lazada hp android ribet
24764,flasdisk rusak.. nyesel,Negative,flasdisk rusak menyesal
24768,kok barangnya saya beli mahal2 pas mau digunakan ternyata tidak bisa menyala...mohon diganti dong barang yang saya beli ini,Negative,barang beli mahal pas nyala mohon ganti barang beli
24770,bagus banget udh gitu cepet banget klo di pake transfer data harganya juga lumayan murah tapi kualitasnya bagus,Negative,bagus banget sudah begitu cepat banget kalau pakai transfer data harga lumayan murah kualitas bagus
24805,bagus hanya saja saat disatukan layar dengan keyboard kadang error'.,Positive,bagus saat satu layar keyboard kadang eror
24811,Di tqwarka original ternyata kw kekuatan nya sdh terbayang pasti takut sm file penting klo di simpan di flasdik ini,Negative,tqwarka original kamu kuat nya sudah bayang takut sama file kalau simpan flasdik
24813,"Pengiriman cepat, cuma agak kecewa di belakangnya ga ada USB nya, belinya saya kurang teliti. Kalo di tukar bisa ga ya baru sehari kok.",Negative,kirim cepat kecewa belakang tidak usb nya beli teliti kalau tukar tidak iya hari
24814,"Barang tidak di packing dngn layak, alhasil barang/tv sampai dngn kondisi layar led rusak parah(pecah) dan tdk dapat digunakan lagi.",Negative,barang packing dengan layak alhasil barangtv dengan kondisi layar led rusak parahpecah tidak
24821,"produk bagus,  pakaging rapih dan pengiriman cepat,  berhubung bintang 5 itu terlalu sempurna jadi saya kasih bintang empat aja :)",Positive,produk bagus pakaging rapi kirim cepat hubung bintang sempurna kasih bintang saja
24822,flsdsk.y gk bisa dipake,Negative,flsdsk iya tidak dipakai
24823,gabisa buat nyimpan video,Positive,tidak bisa nyimpan video
24824,"gak bagus, error",Negative,tidak bagus eror
24825,"pengrma cepat, dan sesuai dengan deskipsi gambar, semoga engga cepat rusak.",Positive,pengrma cepat sesuai deskipsi gambar moga enga cepat rusak
24826,Data bisa masuk flashdisk tp corrupt semua...,Negative,data masuk flashdisk tetapi corupt
24827,barang sudah diterima... semoga barang awet...,Positive,barang terima moga barang awet
24846,"pengirimannya cepat, tapi flashdisknya tidak bisa digunakan karena trobel, dan sekarang ngangur",Positive,pengirimanya cepat flashdisknya trobel menganggur
24847,flashdisk dua duanya RUSAK,Negative,flashdisk dua rusak
24850,Lumayan dah..,Positive,lumayan sudah
24853,Murah juga ga bisa di pakai...  Usahakan jujur yah.  Biar bnyak rezekynya.  Amin...,Negative,murah tidak pakai usaha jujur iya biar banyak rezekynya amin
24856,paking bagus tapi knp bgt sama kaya ulasan sebelumnya,Positive,paking bagus kenapa banget kayak ulas
24857,FD yg 16 GB ga bisa ke buka gan,Negative,fd yang gb tidak buka juragan
24884,erorr,Negative,eror
24888,Barang tidak berfungsi... memori tidak sampai 64gb... hanya 700mb saja... selebihnya file jadi rusak dan tidak terbaca.,Negative,barang fungsi memori gb mbak lebih file rusak baca
24889,"barang datang lebih cepat dari target, saya coba yg 64 maupun 16 kedua nya lancar jaya, thanks, nyesal klau ngak beli.. pendapat saya, klau yg lain ngak tau",Positive,barang cepat target coba yang nya lancar jaya terimakasih nyesal kalau tidak beli dapat kalau yang tidak tahu
24890,Kedua flashdisk tidak berfungsi dengan baik. file yang sudah tersimpan tiba2 bisa hilang dan file video tidak bisa terbuka secara penuh. Ngga recomended deh pokoknya.,Negative,flashdisk fungsi file simpan hilang file video buka penuh tidak recomended deh pokok
24893,"Flashdisk yang 64 dan 16 tidak bisa digunakan, setiap file yang dipindahkan ke flashdisk selalu eror dan tidak bisa dibuka",Negative,flashdisk file pindah flashdisk eror buka
24894,"Flashdisk awalnya bisa utk menyimpan data, tapi langsung error dan tidak bisa dibaca dan dibuka 😩😩😩",Negative,flashdisk untuk simpan data langsung eror baca buka
24895,"Barang rusak ga bisa di pakai.. Awalnya bisa transfer data, pas di buka format berubah trs datanya hilang semua,  apalagi bonusnya ga kebaca sama sekali #KECEWA bgt mo di balikin lg v males biarlah buat gantungan kunci lumayan.",Negative,barang rusak tidak pakai transfer data pas buka format ubah terus data hilang bonus tidak baca banget mau balikin lagi v malas biar gantung kunci lumayan
24896,Banyak sekali file yg tidak bisa terbaca! Hanya 20% file yg berhasil di save dgn baik pada flashdisk ini!  Sisa nya hanya masuk nama file dan selalu gagal saat akan di input ke flashdisk ini!,Positive,file yang baca file yang hasil save dengan flashdisk sisa nya masuk nama file gagal saat input flashdisk
24897,"Barang bagus yg tadinya 64 GB jadi 63 koma sekian, tp syg ga bisa di gunakan sebagai mana mestinya. Pertama kali mindahin film atw lagu sich lancar n bisa di puter. Dan utk yg kedua kalinya jd ga bisa tampil, lebih2 di coba di TV malah jd hilang. Gmn nih apa bisa di tukar lg gak..? Soalnya ini barang kn ada garansinya n saya yakin anda penjual jujur n baik yg ga mau merugikan si pembeli... Tks",Negative,barang bagus yang gb koma sekian tetapi sayang tidak mesti kali mindahin film atau lagu sih lancar dan puter untuk yang kali jadi tidak tampil coba televisi jadi hilang bagaimana ini tukar lagi tidak barang kan garansi dan jual jujur dan yang tidak rugi sih beli terimakasih
24898,barang sudah diterima setelah sehari pemesanan. untuk free 16GB nya gagal format dan gak bisa dipakai. kalo emang USB nya reject mohon gak dijadiin bonus. Makasih.,Negative,barang terima hari mesan fre gb nya gagal format tidak pakai kalau memang usb nya reject mohon tidak dijadin bonus terimakasih
24899,"barang sudah saya terima..paking y bagus dan rapih...ini saya lagi coba flasdisk y...dan hasilnya bagus semuanya..gak ada yang kurang..file musik saya full masuk di 64 GB, terima kasih lazada..sukses ya",Negative,barang terima paking iya bagus rapi coba flasdisk iya hasil bagus tidak file musik ful masuk gb terima kasih lazada sukses iya
24900,Flash disk gila....penjual ny jg gila...flash diak rongsok di jual....file dan data ilang smua...apalagi yg 16gb...flashdisk abal2....,Negative,flash disk gila jual nya juga gila flash diak rongsok jual file data hilang semua yang gb flashdisk abal
24901,"Sudah terlanjur beli banyak ternyata Flashdisk tdk berfungsi semua, diisi file dan film* tiba* hide dan gak kebaca, not recomended",Negative,lanjur beli flashdisk tidak fungsi diisi file film hide tidak baca not recomended
24902,"Barang nya sudah sampai terima kasih lazada. Tapi fd 16gb error nggak kebaca ,syukur cman bonus..untung yg 64gb jadi tdi nggak ke baca otg di hp Moto g5s plus mnggkin nggak suport ataw gmna lah..yaa sesuai lah dgn harganya .",Positive,barang nya terima kasih lazada fd gb eror tidak baca syukur cuman bonus untung yang gb tadi tidak baca otg hp moto gs plus mungkin tidak suport ataw bagaimana iya sesuai dengan harga
24903,barang ok sesuai pesanan dan sesuai iklan tapi kabel otg nya sungguh terlalu skali pake doang di cabut langsung rontok...maklum gratisan tapi its ok top bgt,Positive,barang oke sesuai pesan sesuai iklan kabel otg nya sungguh sekali pakai saja pergi langsung rontok maklum gratis its oke top banget
